lemma	sense_num	definition	ontonotes_sense_examples	visualness_label
sing	1	communicate by producing tones with the voice	"He sang of beauty and truth.
When we sang ""Happy Birthday,"" Sheila cried.
Rhonda sang in the choir for years.
Many birds sing to attract a mate.
Every year the orchestra and choir perform the 'Messiah' and they invite everyone to sing along."	1.0
sing	2	create a whining or whistling sound	"The kettle sang unnoticed on the stove.
A bullet sang past his ear."	1.0
sing	3	divulge confidential information	"Bruno's gone looking for the birdie that sang to the police.
He'll sing if they question him long enough."	0.0
sing	4	change what one has been saying or doing.	"She'll be singing a different tune once she sees her grade on the exam.
He's singing a very different tune than during the primaries."	0.0
throw	1	Propel or hurl something/someone with    force; toss or put forward an idea or gesture.	"The delinquents threw a brick through the school window.
My friend threw the ball back over the fence.
He threw a punch at his attacker.
The horse reared and threw the rider into the bushes.
He threw sixes on both die.
She threw herself enthusiastically into the project.
He finally got the message after she almost threw herself at him.
The earthquake threw them onto the floor.
Others threw insults and abusive words my way.
She instantly spun around and threw me a scowl.
The pirates then grasped him and threw him overboard.
The beauty queen threw kisses at the crowd.
She hangs out while the boys fight and throw money around.
He abruptly stopped and threw a glance at me, but he didn't react.
She threw me a look of encouragement.
He threw in a couple of wisecracks during her speech.
I'm just throwing my ideas out there. Let me know what you think.
Here are some ideas and examples to throw out."	1.0
throw	2	Discard, dispose, expel, or get rid of.	"Throw your worries into the wind!
I have always wished I could cut things out and throw the old magazines away.
So throw away your old habits and regain your confidence.
He can't seem to throw off the bad first impression he made on Sally.
Let's try to throw off this guy who's been following us across town.
So, before you throw out the trash, see what you can recycle.
They mistook him for a kid in a costume and threw him out of the bar.
We need to calm down before we are thrown out of the room.
That proposal was thrown out of the committee last year.
The case was thrown out yesterday after the judges became impatient with delays."	0.0
throw	3	Manipulate or move something in order to operate.	"John threw the car into reverse and squealed the tires.
They threw the switch just as the train was approaching.
He reversed the engine and threw the lever back."	1.0
throw	4	Cast, emit, or radiate.	"Is the fireplace throwing any heat yet?
We threw the tape of vacation highlights up on the screen for the audience.
We can put up a reflector to throw light into the dark places This workshop will throw light into the dark corners of your mind.
The searchlights are throwing out powerful beams.
My wizard doesn't throw spells around left and right."	1.0
throw	5	Confuse or bewilder	"Mary was really thrown by his unexpected apology.
The game contestants were thrown by that last clue.
Don't be thrown off by these equations; the underlying concept is simple.
Maybe your remarks threw him off kilter.
When you stop paying attention to her mistakes, you will throw her out of kilter."	0.0
throw	6	Hold an event	"Our department is throwing Jim a farewell party.
Mary threw an informal get-together at her place last night.
She'll throw a fit when she sees what you've done with her toys."	1.0
throw	7	Form or shape, as pottery	"We watched the potter throw a large vase on his wheel.
John is going down to the ceramics studio to throw a few pots this afternoon."	1.0
throw	8	Lose, as a game, intentionally	"They were suspected of throwing the game last Sunday.
Deep Blue threw the match!
Will the current chair throw the elections to the new candidate?"	0.0
throw	9	Give up, quit	"Bob is ready to throw it in on this endless legal battle.
They have decided to throw in the towel about fighting the rezoning commission."	0.0
change	1	become different, alter	"He has changed from the happy boy I used to know.
Love changes everything.
Opinions are changing in regards to the issue of gay marriage.
That restaurant changes its menu daily.
He stopped singing in the choir when his voice started changing."	1.0
change	2	replace	"I had to change tires on the side of the freeway.
She changed doctors last year.
Do we have time to change before dinner?
She won't be changing her name when she gets married.
I don't think the sheets in my hotel room have been changed."	1.0
change	3	reciprocate	"Will you change seats with my daughter so she can see better?
He was changing dance partners with Tom all evening."	1.0
change	4	transfer, travel	"I could change in Chicago but I'd prefer to fly non-stop.
You will be changing trains in Atlanta."	1.0
wait	1	remain inactive or delay action until an appointed time	"He is waiting to be drafted.
I had to wait in line for an hour to get the tickets.
Microsoft urged Windows users to wait for its official security patch for a graphics file vulnerability.
Let's wait for the details before celebrating.
We waited for a sofa and love seat for over 6 months.
Wait, wait, don't tell me!
I patiently waited for the credits and then ran for the exit."	1.0
wait	2	serve	"He waits tables on Saturday nights.
She once waited on Julia Child.
All her life she had waited on the needs of the white Redds.
I was waited on immediately at the ticket counter by two very pleasant young women.
We each had our own private hostess, who waited on us hand-and-foot."	1.0
sniff	1	inhale audibly through the nose, esp. for perceiving smells	"The security dog sniffed his bag.
She sniffed the basil in her hand as she strolled through the garden.
That cold made him sniff all through class."	1.0
sniff	2	take in drugs through the nose	"Those boys like to sniff glue behind the school.
I quit sniffing cocaine years ago."	1.0
sniff	3	express disdain verbally or nonverbally, (as if) with a sniff	"""Absurd!"" Miss Millbottom sniffed.
When Henry finished his recommendations, Amanda sniffed contemptuously."	1.0
sniff	4	seek or detect	"The police were sniffing for evidence in his house.
He can always sniff out trouble."	1.0
smear	1	Stain, smudge, soil, or otherwise change    the color of physical constitution of, for either positive or negative ends.	"The child smeared the wall with paint.
Ink smeared his hands and shirt.
Markers smeared over his face and arms.
Billy smeared grass all over his jeans.
Smear the cieling with serveral coats of plaster before you begin."	1.0
smear	2	(Cause to) sully the good name and reputation of.	"The journalists have all smeared me in the papers.
You smeared him in the dirt and left him out to dry.
The article in the paper smeared my reputation."	0.0
surround	1	occupy or expand the space all around something or someone	"Snow-capped mountains surround the city.
Gwen sat at her desk, surrounded by books and papers.
The forest surrounds my property.
I am surrounded by beauty!
She said that she wanted to die surrounded by the people she loves.
Cate surrounds herself with good friends to help her feel better."	1.0
surround	2	confine on all sides to bar escape or outside communication	"Mystery still surrounds the exact circumstances of Stalin's death.
Armed police surrounded a house which they thought contained an escaped prisoner.
Police surrounded a bus full of passengers seized by armed hijackers along a highway."	0.0
